job_id,hourly_rate,freelancer_id,weekly_hours_needed,project_length,skills_required,earnings,feedback_for_freelancer,client_location
527,,859,2,0,"['Analog Art Types', 'Painting', 'Other', 'Graphic Design', 'Branding', 'Logo Design', 'Digital Art']",1375.0,3.0,North America
528,,447,0,0,"['Logo Design', 'Digital Marketing Materials', 'Corporate Brand Identity', 'Covers & Packaging']",812.51,5.0,North America
529,$45.00,558,2,0,"['Editorial Design Software', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Editorial Design Skills', 'Print Design', 'Other', 'Graphic Design']",1785.0,3.0,North America
530,,692,2,0,"['Tech & IT', 'Security Analysis', 'Security Infrastructure', 'Security Engineering', 'Security Framework', 'Secure SDLC']",60.0,5.0,Europe
531,,1344,2,0,"['Game Engines', 'Unreal Engine', 'Other', 'Material Design', 'UnrealScript', 'Graphic Design', '3D Design', 'Game Development']",40.0,5.0,Europe
532,,838,2,0,"['Content Writing Services', 'Search Engine Optimization', 'Other', 'Blog Writing', 'Article Writing', 'Italian']",15.6,5.0,Europe
533,$15.00,1371,1,3,"['Virtual Assistance', 'Researcher']",6105.0,5.0,North America
534,$50.00,460,0,0,"['Academic Editing', 'Formatting', 'Research Papers', 'Citation Style', 'Proofreading']",566.66,5.0,North America
535,,1474,2,0,"['Jewelry Design Software', 'KeyShot', 'RhinoGold', 'Rhinoceros 3D', 'Adobe Photoshop']",44.0,4.85,Africa
536,,447,2,0,"['Logo Design', 'Adobe Illustrator', 'Graphic Design', 'Adobe Photoshop']",812.51,3.0,Europe
537,,1607,0,0,"['Business Applications Expertise', 'CRM Software', 'Business Applications Development Services', 'Business Applications Consultation', 'Software Integration', 'Other', 'bubble.io', 'stacker', 'Automation', 'no code', 'API', 'API Integration', 'Web Application']",812.51,3.0,Oceania
538,,1243,1,1,"['Google Tag Manager', 'Google Optimize', 'Google Analytics', 'WordPress']",812.51,4.45,Asia
539,,1345,0,0,"['Logo Design', 'Adobe Photoshop', 'Graphic Design', 'Adobe Illustrator', 'Adobe InDesign', 'Corporate Branding', 'Print Marketing Materials', 'Digital Marketing Materials', 'Digital Art']",812.51,5.0,North America
540,,994,0,0,"['Voice Acting', 'Voice-Over', 'Narration', 'Audio Production', 'Adobe Audition', 'Elearning', 'IVR Software', 'Documentary', 'Voice Recording', 'Voice-Over Recording', 'US English Dialect']",225.0,5.0,North America
541,$40.00,352,0,0,"['Legal Consulting', 'Legal Writing']",60.0,5.0,North America
542,$40.00,57,0,3,"['Video Editing Software', 'Adobe Premiere Pro', 'Final Cut Pro X', 'Other', 'Adobe Photoshop', 'Video Production', 'Video Editing', 'Motion Graphics', 'Audio Editing', 'Final Cut Pro', 'Video Intro & Outro', 'Adobe Premiere Pro']",2620.0,3.0,Europe
543,,321,0,2,"['Writing', 'English', 'Academic Writing', 'Content Writing', 'Creative Writing', 'Proofreading']",356.5,3.0,North America
545,,1011,2,0,['Conversion Rate Optimization'],812.51,5.0,Oceania
547,$25.00,215,0,3,"['Digital Project Management Services', 'Milestones', 'Other', 'Time Management', 'Project Scheduling', 'Resolves Conflict', 'Project Objectives', 'Communications', 'Critical Thinking Skills', 'Decision Making']",20.83,3.0,North America
550,,497,2,0,"['Grant Writing', 'Grant Application', 'Letter of Inquiry', 'Grant Research & Prospect List', 'Researcher', 'Writing']",500.0,3.0,Africa
551,,1294,0,0,"['Penetration Testing', 'Internet Security', 'Web App Penetration Testing', 'Vulnerability Assessment', 'Malware', 'Network Security', 'Network Penetration Testing', 'Ethical Hacking', 'Security Testing', 'Black Box Testing', 'Reverse Engineering', 'JavaScript', 'Web Application Security']",150.0,3.0,North America
552,$25.00,1715,0,1,"['Training & Development Formats', 'Face-to-Face Instruction', 'Other', 'Online Instruction']",62.5,5.0,Europe
553,,1758,2,0,"['Automated Testing Frameworks & Tools', 'JUnit', 'Katalon Studio', 'Selenium WebDriver', 'TestComplete', 'NUnit', 'TestNG', 'Protractor', 'Watir', 'Jasmine', 'Bitbar', 'Calabash', 'Automated Tests', 'Compatibility Testing', 'Component Testing', 'End-to-End Testing', 'Integration Testing', 'Load Testing', 'Regression Testing', 'Stress Testing', 'Unit Testing', 'Alpha Testing', 'Baseline Testing', 'Beta Testing', 'Boundary Value Analysis', 'Compliance Testing', 'Databases', 'SQLite', 'Actian X', 'Adabas', 'PaperDb', 'Azure Cosmos DB', 'Microsoft SQL Server', 'LevelDB', 'Realm Database', 'Business Size', 'Business with 1000+ Employees', 'Business with 1-9 Employees', 'Business with 10-99 Employees', 'Business with 100-999 Employees', 'Testing Types', 'API Testing', 'Database Testing', 'Desktop Application Testing', 'Mobile App Testing', 'Web Testing', 'Automation Testing Deliverables', 'Traceability Matrix', 'Other', 'Apache JMeter', 'Automated Testing', 'Performance Testing', 'Test Automation Framework', 'Test Design', 'Appium', 'Selenium']",1520.0,5.0,North America
554,,1022,0,3,"['Photography Genres', 'People', 'Product Photography']",40.0,3.0,North America
556,,1474,2,0,['3D Rendering'],10.0,3.0,Europe
558,$5.00,163,2,0,"['Data Entry Skills', 'Accuracy Verification', 'Data Entry Tools', 'Microsoft Office', 'Data Entry Services', 'Copy & Paste', 'Data Cleansing', 'Other', 'Data Entry', 'Data Scraping', 'Researcher', 'Microsoft Excel']",63.33,5.0,North America
559,,379,2,0,"['Statistics', 'Data Visualization', 'Quantitative Analysis', 'IBM SPSS', 'Researcher', 'Data Analysis', 'Academic Writing']",160.0,3.0,Asia
560,,927,0,0,"['Data Extraction Deliverables', 'API Integration', 'ETL Pipeline', 'Data Extraction Programming Languages', 'Python', 'SQL', 'Other', 'JavaScript', 'Data Extraction', 'ETL', 'API', 'BigQuery']",812.51,5.0,North America
561,,1272,2,0,['Accounting'],812.51,5.0,Europe
562,,1734,0,0,"['Software Development Tutoring Skills', 'C++']",125.0,5.0,North America
564,$8.00,1080,2,0,"['Influencer Marketing', 'Instagram']",24.0,5.0,North America
566,,1463,2,0,"['American Bar Association State Licensing', 'State Bar of Texas']",675.0,3.0,North America
567,$90.00,1432,0,0,"['Microsoft Access Programming', 'Microsoft Access']",60.0,3.0,North America
568,$40.00,264,2,0,"['R', 'Machine Learning', 'Data Science', 'Statistics']",760.0,5.0,North America
569,$30.00,1644,0,2,"['Search Engine Optimization', 'Social Media Marketing', 'Social Media Management', 'Content Management', 'Content Writing', 'Google Ads', 'Display Ad', 'Google AdSense', 'Google Webmaster Central', 'Facebook Ads Manager', 'SEO Keyword Research', 'Internet Marketing', 'Digital Marketing Strategy', 'Canva', 'Facebook']",215.0,5.0,Asia
570,$40.00,975,0,2,"['Article & Blog Writing Deliverables', 'Blog Content', 'Article', 'Article & Blog Writing Services', 'Article Writing', 'Blog Writing', 'Other', 'Researcher', 'Content Writing', 'Business Writing']",413.33,5.0,North America
571,,1047,2,0,"['Requirement Analysis', 'Business Analysis', 'Swim Lane Diagrams']",25.0,3.0,Asia
572,,279,0,0,"['Photo Restoration', 'Image Editing', 'Photo Editing', 'Typography', 'Print Design', 'Adobe Photoshop', 'Sticker Design', 'T-Shirt Design', 'CorelDRAW', 'Adobe Illustrator', 'T-Shirt', 'Graphic Design', 'Clothing & Merchandise Design', 'Digital Illustration']",15.0,5.0,North America
574,$65.00,217,0,1,"['Business Analysis & Strategy Skills', 'Business Valuation', 'Other', 'Management Skills', 'Business Analysis', 'Shopify', 'Dropshipping', 'Virtual Assistant', 'Entrepreneurship']",119.17,3.0,North America
575,,361,2,0,['VMware ESX Server'],175.0,5.0,North America
576,,602,0,0,"['C++', 'Raspberry Pi', 'Raspberry Pi Firmware', 'OpenCV', 'Linux', 'Computer Vision', 'Embedded Linux']",90.0,4.85,Asia
578,,175,2,0,"['Business Services', 'Business Plan', 'Business Writing', 'Researcher', 'Market Research', 'English']",812.51,5.0,North America
581,,1485,0,0,"['Adobe Illustrator', 'Logo Design', 'Brand Identity', 'Adobe Photoshop', 'Graphic Design', 'Brand Identity & Guidelines', 'Vector Tracing', 'Brand Identity Design', 'Corporate Brand Identity', 'Vector Graphic', 'Illustration', 'Social Media Lead Generation', 'Sage Intacct', 'QuickBooks Online', 'Xero']",100.0,5.0,North America
582,,1515,2,2,"['SEO Services', 'SEO Keyword Research', 'SEO Audit', 'Other', 'SEO Backlinking', 'Marketing Audit', 'SEO Performance', 'On-Page SEO', 'Food & Beverage', 'Organic Traffic Growth']",812.51,5.0,North America
585,,1154,2,2,"['Intellectual Property Law', 'Contract Law', 'Legal Consulting', 'Contract Drafting', 'Legal', 'Tech & IT']",150.0,5.0,Africa
586,,380,1,3,"['Photo Setting', 'White Background Photography', 'Indoor Lifestyle Photography', 'Outdoor Lifestyle Photography', 'Photography Services', 'Product Photography Prep', 'Lifestyle Photography', 'Photography Type', 'Jewelry', 'Other', 'Product Photography', 'Fashion & Beauty', 'Photography', 'Photo Editing', 'Photo Retouching']",250.0,5.0,North America
588,,975,2,0,"['Blog Writing', 'Editor', 'English', 'Proofreading']",15.0,4.8,Europe
589,$100.00,226,0,0,"['UX', 'UI Design Type', 'Web Design', 'Other', 'Usability Testing', 'UX Research', 'User Experience Design', 'Heuristic Evaluation', 'User Experience']",633.33,5.0,Asia
590,$85.00,936,0,1,"['Financial Analysis', 'Financial Modeling', 'Financial Projection', 'Pro Forma Statement', 'Microsoft Excel']",2550.01,3.0,North America
591,$10.00,563,0,0,"['Data Processing Languages', 'SQL', 'Other', 'Microsoft Excel', 'Data Analysis']",40.0,5.0,North America
592,,906,0,0,"['Graphic Design Deliverables', 'Sticker', 'Graphic Design Software', 'Adobe Photoshop', 'Other', 'Digital Printing', 'Printing Press']",40.0,5.0,North America
593,$300.00,136,0,3,"['American Bar Association State Licensing', 'State Bar of California', 'Business Formation Types', 'S-Corporation', 'Other', 'Corporate Law', 'Contract Law', 'Legal Consulting', 'Employment Law', 'Construction', 'Legal', 'Business Services']",18010.0,3.0,North America
594,,994,2,0,"['Explainer Video', 'Video Production', 'Testimonial Video']",125.0,5.0,North America
595,,1512,2,0,"['Trademark', 'Trademark Consulting', 'Intellectual Property Law', 'Legal', 'Legal Consulting']",199.0,5.0,Europe
596,,150,0,1,"['Content Writing Services', 'Content Writing', 'Copywriting', 'Content Writing Deliverables', 'Article', 'Other', 'Business Writing', 'English', 'US English Dialect']",812.51,5.0,North America
598,,192,2,0,"['Web Design Languages', 'JavaScript', 'Web Design Deliverables', 'Prototyping', 'Website Redesign', 'Style Guide', 'UX', 'UI Design Software', 'Figma', 'Other', 'Webflow', 'Web Design', 'Web Development']",1000.0,5.0,Europe
600,,266,2,0,"['Python', 'Machine Learning']",25.0,5.0,Asia
601,,1659,2,0,"['Financial Management', 'CFO Deliverables', 'Company Valuation', 'Business Cases', 'Other', 'Startup Consulting', 'Mergers & Acquisitions', 'Private Equity']",750.0,5.0,North America
603,,1605,2,0,"['Audio Editing Software', 'Audacity', 'Adobe Audition', 'Other', 'Audio Mastering', 'Audio Post Production', 'Audio Editing', 'Audio Production', 'acx']",60.0,5.0,Europe
604,$52.00,1733,0,3,"['Product Design Services', 'Design for Manufacturing', 'Concept Design', '3D Printing', 'Industrial Design', 'Other', 'SolidWorks', 'Product Design', 'Mechanical Design', '3D Design', '3D Modeling']",3674.67,5.0,North America
606,$25.00,497,0,3,"['Grant Writing Services', 'Grant Writing', 'Budget Management', 'Grant Research & Prospect List', 'Editing & Proofreading', 'Business Strategy', 'Grant Writing Deliverables', 'Budget Management', 'Budget Proposal', 'Grant Application', 'Letter of Inquiry', 'Letter of Intent', 'Letter of Support', 'Grant Funding Areas', 'Education', 'Arts & Culture', 'Housing', 'Physical Science', 'Other', 'Researcher', 'Nonprofit Organization', 'Report Writing', 'Proposal Writing', 'Creative Writing', 'English']",220.83,3.0,North America
607,$10.00,602,0,0,"['Arduino', 'Arduino Firmware', 'ESP8266']",45.0,4.85,North America
609,,48,0,0,"['Audacity', 'Audio Editing']",25.0,5.0,North America
610,$40.00,583,0,0,"['Packaging Design', 'Layout Design', 'Adobe Illustrator']",313.33,5.0,Asia
611,,657,2,0,"['Photography', 'Image Editing', 'Close Ups', 'Lighting in Small', ' Dark Spaces']",350.0,3.0,North America
614,,877,0,0,"['English to French Translation', 'Subtitles', 'General Transcription', 'Editor', 'Medical Translation', 'Legal Translation', 'Quebec French Dialect', 'Caption', 'French', 'Search Engine Optimization', 'Canadian French Accent']",229.9,3.0,Europe
616,$20.00,1120,2,0,"['Marketing Strategy', 'Content Writing', 'Marketing']",920.0,5.0,Europe
617,,1230,2,0,['Search Engine Optimization'],812.51,5.0,Asia
618,,1243,0,1,"['eCommerce Development Deliverables', 'Theme Development', 'Other', 'Shopify', 'HTML', 'Web Development', 'CSS', 'Google Analytics', 'JavaScript', 'Landing Page', 'Google Optimize', 'A', 'B Testing', 'Front-End Development']",812.51,3.0,Europe
619,,1727,2,0,"['Photography Genres', 'People', 'Business', 'Other', 'Photography']",250.0,5.0,North America
620,$45.00,1191,2,0,"['Mobile Design Skills', 'Mobile App Design', 'Usability Testing']",17977.5,5.0,North America
623,$25.00,1814,2,1,"['Content Writing Services', 'Copywriting', 'Editing & Proofreading', 'Other', 'Technical Writing', 'Resume Writing', 'LinkedIn Development', 'Resume', 'English', 'Writing', 'Business Writing', 'Content Writing', 'Tech & IT', 'Cover Letter Writing', 'Technology writing', 'Technology rsume']",154.17,2.6,North America
626,,1456,2,0,"['Google Analytics', 'Google Tag Manager', 'Analytics']",50.0,5.0,Asia
627,$25.00,1103,2,0,"['Microsoft SQL Server', 'Microsoft SQL Server Administration', 'Microsoft SQL Server Programming']",108.33,5.0,North America
629,,541,2,0,"['Artificial Intelligence', 'OpenCV', 'Raspberry Pi', 'Computer Vision', 'Artificial Neural Network', 'Machine Learning', 'Deep Learning', 'Microcontroller Programming', 'Python']",200.0,3.0,Asia
632,,413,0,0,"['Video Production', 'Video Commercial', 'Video Editing']",500.0,3.0,Asia
633,,213,2,0,"['Data Entry Tools', 'Google Docs', 'Other', 'Research assistant', 'Data Entry']",50.0,3.0,Asia
634,,85,0,1,"['Literature Review', 'Academic Editing', 'Editing & Proofreading', 'Dissertation Writing', 'APA Formatting', 'Coaching', 'Article Writing', 'Chicago Manual of Style', 'Copy Editing', 'Proposal Writing', 'Research Methods', 'Academic Proofreading', 'English', 'Proofreading']",200.0,5.0,North America
635,,472,2,1,"['Data Entry', 'Writing', 'Researcher']",150.0,5.0,North America
636,,587,0,0,"['Landing Page', 'Campaign Setup', 'Customer Relationship Management', 'Automated Workflow', 'HubSpot', 'Campaign Management', 'Marketing Automation', 'Email Campaign Setup', 'Lead Generation']",812.51,5.0,North America
637,$25.00,1188,0,0,"['Business Size', 'Business with 10-99 Employees', 'Other', 'Caspio']",404.16,4.55,North America
638,$130.00,617,0,1,"['Business & Career Coaching Services', 'Resume Development', 'Interview Preparation', 'Other', 'Career Coaching', 'Resume', 'Executive Coaching']",996.66,5.0,North America
640,$52.00,1733,0,0,"['3D Modeling', 'SolidWorks', '3D Design', 'CAD']",624.0,3.0,North America
643,$12.00,649,0,2,"['Bookkeeping', 'Financial Accounting', 'Financial Management', 'QuickBooks Online', 'Sketching', 'Business Plan', 'Microsoft Excel', 'Business Valuation']",154.0,3.0,North America
644,,1588,0,0,"['Google Ads', 'Pay Per Click Advertising', 'SEO Keyword Research', 'Search Engine Marketing', 'Google Analytics', 'Google Tag Manager', 'PPC Campaign Setup & Management', 'Campaign Reporting']",120.0,3.0,North America
645,,427,0,3,['Microsoft Excel'],812.51,5.0,Europe
648,,390,2,0,"['Graphic Design', 'Microsoft Word', 'Layout Design']",50.0,5.0,North America
650,$15.00,1161,0,3,"['Accounting Skills', 'Quickbooks', 'Accounting Deliverables', 'Balance Sheet', 'Account Reconciliation', 'Tax Preparation', 'Tax Return']",372.5,5.0,North America
651,,352,0,0,"['Microsoft Word', 'Paralegal', 'Legal Writing']",75.0,5.0,North America
652,$25.00,192,1,3,"['HTML', 'Website', 'Webflow']",300.0,3.0,Europe
654,,1636,2,0,"['Content Writing Services', 'Content Writing', 'Copywriting', 'Editing & Proofreading', 'Fact-Checking', 'Researcher', 'Content Writing Deliverables', 'Website Content', 'Blog Content', 'Other', 'Blog Writing', 'Article Writing', 'Business Writing', 'English', 'US English Dialect']",300.0,3.0,North America
655,,1080,2,0,"['Influencer Marketing', 'Lead Generation', 'Social Media Marketing', 'Data Entry']",165.0,4.0,Europe
656,,800,2,0,"['Zoho Analytics', 'Zoho Books', 'Zoho CRM', 'Zoho Creator', 'Zoho PageSense', 'API Integration', 'Zapier', 'SAP']",310.0,5.0,Oceania
657,$40.00,1191,1,1,['User Interface Design'],4453.34,5.0,Europe
658,,1815,2,0,"['Translation', 'English to Russian Translation', 'Website Translation']",30.0,5.0,Europe
659,,540,2,0,"['eCommerce Development Skills', 'HTML', 'CSS', 'PHP', 'JavaScript', 'eCommerce Platforms', 'WooCommerce', 'WordPress', 'Other', 'Web Design', 'Web Development']",650.0,5.0,Europe
660,,447,2,0,"['Brand Identity & Guidelines', 'Logo Animation', 'Adobe Photoshop', 'Logo Design', 'Adobe Illustrator', 'Brand Identity Design', 'Logo Transparency', 'Corporate Brand Identity', 'Stationery Design', 'Source File', 'Vector File Format', 'Design Concept', 'Brand Guidelines', 'Graphic Design']",812.51,4.4,North America
661,,692,2,0,"['PCI DSS', 'PCI']",50.0,5.0,North America
662,,1531,0,0,"['Fashion Design', 'Product Design', 'Illustration', 'Adobe Illustrator', 'Adobe Photoshop', 'Vector Graphic', 'Print Design', 'Product Development', 'Fashion Consultation', 'Clothing', 'Sizing']",938.0,5.0,Europe
663,$25.00,497,0,0,"['Grant Writing Deliverables', 'Grant Application', 'Grant Writing Services', 'Grant Research & Prospect List', 'Grant Funding Areas', 'Arts & Culture', 'Other', 'English']",120.83,5.0,North America
664,,1512,2,0,"['Trademark', 'Intellectual Property Law', 'Trademark Consulting']",499.0,5.0,Oceania
665,$8.00,818,1,3,"['Draft Documentation', 'Legal Research', 'Family Law', 'Legal Writing']",5361.33,4.0,North America
666,$6.00,1234,0,0,['English to Vietnamese Translation'],511.75,5.0,Asia
667,,1243,0,3,"['Landing Page', 'Adobe Photoshop', 'Web Design', 'User Interface Design', 'Conversion Rate Optimization', 'User Experience Design', 'Graphic Design', 'Figma', 'Shopify', 'Shopify Templates']",812.51,5.0,Europe
668,,927,0,0,"['BigQuery', 'Python', 'Automation', 'Scripting', 'ETL Pipeline', 'Linux System Administration', 'Linux']",812.51,5.0,North America
669,,1605,2,0,"['Audio Editing Software', 'Adobe Audition', 'Other', 'Audio Editing']",70.0,5.0,North America
670,,1342,2,0,"['Microsoft Dynamics 365', 'Microsoft Dynamics CRM']",20.0,5.0,Asia
671,,427,2,0,"['Data Analytics Tools', 'Google Sheets', 'Other', 'Microsoft Excel', 'Google Sheets Automation']",812.51,3.0,North America
673,$25.00,321,2,0,['Proofreading'],50.0,3.0,North America
676,$44.00,460,0,0,"['Academic Editing', 'Proofreading', 'Citation Style', 'Style Guide', 'Academic Writing']",80.67,5.0,North America
677,$65.00,9,0,0,"['D3.js', 'React', 'JavaScript']",54.17,3.0,Europe
679,,1234,2,0,"['Legal Assistance', 'Legal Research', 'Legal Writing', 'Chartered Financial Analyst', 'Corporate Law', 'CPA']",45.0,5.0,Asia
680,,1547,1,3,"['Social Media Management', 'Communication Skills', 'Appointment Setting']",300.0,3.0,Europe
681,$90.00,1459,0,0,"['Intellectual Property Law', 'Contract Drafting', 'Legal Consulting', 'Litigation', 'Trademark', 'Employment Law', 'Legal Agreement', 'Non-Disclosure Agreement']",195.0,3.0,North America
683,$5.00,40,1,3,"['General Virtual Assistance Skills', 'Data Entry', 'Email Communication', 'Other', 'Email Support', 'Phone Support', 'Zendesk', 'Shopify', 'Phone Communication', 'Product Knowledge', 'Communications']",105.0,3.0,Europe
684,$150.00,105,0,0,"['Public Relations', 'Media Relations', 'Supply Chain & Logistics', 'Tech & IT', 'SaaS', 'Transportation & Warehousing']",450.0,5.0,Asia
685,$15.00,292,0,1,"['Microsoft Word', 'Microsoft Excel', 'Customer Relationship Management', 'Data Entry', 'Data Extraction', 'Phone Support', 'Communication Skills', 'Virtual Assistant']",1755.0,5.0,North America
686,,1659,2,3,"['Financial Analysis & Modeling Skills', 'Financial Modeling', 'Forecasting', 'Industry Knowledge', 'Financial Analysis & Modeling Deliverables', 'Business Plan', 'Financial Planning', 'Financial Projection', 'Other', 'Ready-To-Wear']",1000.0,5.0,North America
687,,1174,1,3,"['Outbound Sales', 'Customer Support', 'Telemarketing', 'Business Development', 'Sales', 'Scheduling']",812.51,5.0,North America
688,$7.00,439,1,3,"['Social Media Platforms', 'Facebook', 'Social Media Tools', 'Facebook Ads Manager', 'Other', 'Facebook Advertising', 'Social Media Management', 'Social Media Marketing', 'Retargeting', 'Marketing Strategy', 'Instagram']",5281.49,5.0,North America
689,,649,0,0,"['Business Plan', 'Financial Management', 'Investment Research', 'Legal Consulting', 'Business Valuation', 'Financial Accounting', 'Business Analysis', 'Bookkeeping', 'Budget Management']",350.0,5.0,North America
690,,236,2,0,"['Illustration', 'Graphic Design']",200.0,5.0,Europe
691,,1727,2,0,"['Photography', 'Photo Retouching', 'Photo Editing', 'People', 'Business', 'Portrait Art']",500.0,5.0,North America
693,$195.00,1258,0,0,"['Tax Law', 'CPA', 'International Taxation', 'US Taxation', 'Corporate Tax', 'Limited Liability Company', 'Accounting', 'Tax Preparation', 'Tax Return']",195.0,3.0,Europe
696,,927,0,0,['BigQuery'],812.51,5.0,North America
697,,1131,0,1,"['Content Writing Deliverables', 'Resume', 'Other', 'Resume Writing', 'Cover Letter Writing', 'Content Writing', 'Resume Development', 'CV']",232.0,4.45,Europe
698,,1162,2,0,['Game Development'],333.0,5.0,North America
699,$85.00,1459,0,1,"['Corporate Law', 'Contract Law', 'Legal Consulting', 'Legal', 'Partnership Agreement', 'Limited Liability Company', 'Legal Writing', 'Insurtech', 'Intellectual Property Law']",127.5,5.0,North America
700,,1659,2,0,"['Financial Modeling', 'Fundraising', 'Venture Capital Consulting', 'Business Consulting', 'Startup Consulting', 'SaaS', 'Financial Projection', 'Mergers & Acquisitions', 'Pricing', 'Business Analysis', 'Management Consulting', 'Valuation', 'Business Modeling', 'Pricing Strategy Consulting']",3400.0,5.0,North America
701,,1850,2,0,"['Data Entry', 'Lead Generation', 'Market Research', 'List Building']",36.9,4.8,Asia
702,$14.00,292,0,0,"['Microsoft Excel', 'Spreadsheet Software', 'Google Docs']",19.0,3.0,North America
703,,1195,2,0,"['Python', 'Data Scraping', 'Data Mining', 'Automation', 'Selenium', 'Scripting', 'Data Extraction', 'Lead Generation', 'Python Script', 'Web Crawling', 'List Building']",75.0,3.0,Oceania
705,,1607,2,0,"['Airtable', 'Zapier']",812.51,3.0,North America
707,,807,2,0,"['Desktop Operating Systems', 'Microsoft Windows', 'Desktop Software Development Skills', '.NET Framework', 'Desktop Programming Languages', 'Visual Basic', 'Databases', 'Microsoft Access', 'Desktop Software Development Tools', 'Microsoft Visual Studio', 'Other', 'Unified Modeling Language', 'Class Diagram', 'White Box Testing', 'Black & White Style', 'Black Box Testing']",20.0,3.9,Europe
708,,632,2,0,"['Sales & Marketing Copywriting Type', 'Email Copywriting', 'Other', 'Copywriting', 'Sales Writing', 'Ad Copy']",50.0,5.0,Europe
709,,447,0,0,"['Brand Identity & Guidelines', 'Business Card Design', 'Logo Animation', 'Print Marketing Materials', 'Graphic Design', 'Adobe Photoshop', 'Logo Design', 'Adobe Illustrator', 'Business Card', 'Brand Positioning', 'Brand Identity Design', 'Logo Transparency', 'Web Design', 'Corporate Brand Identity', 'Corporate Branding']",812.51,5.0,North America
712,,1345,0,0,"['Logo Design', 'Adobe Photoshop', 'Graphic Design', 'Adobe Illustrator', 'Adobe InDesign', 'Corporate Branding', 'Print Marketing Materials', 'Digital Marketing Materials', 'Digital Art', 'Web Design']",812.51,5.0,Europe
713,,390,2,0,"['Technical Writing Services', 'Editing & Proofreading', 'Grammar & Syntax Review', 'Fact-Checking', 'Written Languages', 'English', 'Other', 'Science', 'Microbiology', 'Chemistry', 'Editor', 'Proofreading', 'Scientific Writing']",100.0,3.0,North America
714,,1065,2,0,"['Market Research', 'Competitive Analysis', 'Market Analysis', 'Marketing Strategy']",195.0,5.0,Europe
715,$30.00,1814,0,0,"['Resume', 'Resume Writing', 'Writing', 'English', 'US English Dialect']",155.0,3.0,North America
718,,1429,2,0,"['Financial Analysis & Modeling Skills', 'Accounting Principles & Practices', 'Financial Analysis', 'Financial Modeling', 'Microsoft Excel', 'Financial Analysis & Modeling Deliverables', 'Financial Projection']",7827.0,5.0,Europe
720,$10.00,1505,0,0,"['Microsoft Excel', 'Data Entry', 'Print Design', 'Google Docs', 'Spreadsheet Software', 'Accuracy Verification']",28.33,4.85,North America
721,,881,2,0,"['HubSpot', 'Marketing Automation', 'Email Campaign Setup', 'Email Marketing']",812.51,4.0,North America
722,,1230,2,0,['Reputation Management'],812.51,4.4,North America
725,,85,0,0,"['Content Editing', 'APA Formatting', 'Academic Editing', 'LaTeX', 'Copy Editing', 'Grammar', 'Editing & Proofreading', 'Academic Proofreading', 'Content Rewriting', 'Fact-Checking', 'Formatting', 'English', 'Grammar & Syntax Review', 'Voice & Tone Consistency', 'Proofreading']",150.0,5.0,North America
726,$100.00,632,0,1,"['Sales Copywriting Services', 'Sales Funnel Copywriting', 'Other', 'Copywriting', 'Sales Writing', 'Direct Marketing', 'Sales Copywriting']",1000.0,5.0,Europe
727,$167.99,292,0,3,"['Personal Administration', 'Administrative Support', 'Google Docs', 'Researcher', 'Virtual Assistance', 'Data Entry', 'Email Communication', 'Microsoft Excel', 'Communications', 'Scheduling', 'Microsoft Word', 'Virtual Assistant', 'Google Calendar', 'Executive Assistant', 'Google Charts']",812.51,3.0,North America
728,$10.00,1482,0,0,"['Data Entry', 'Google Sheets']",70.0,5.0,North America
729,,1514,2,0,"['General Research Skills', 'Critical Thinking Skills', 'Topic Research', 'General Research Deliverables', 'Company Research', 'Other', 'Online Research', 'Data Scraping', 'Researcher', 'Company Research']",812.51,3.0,North America
731,$400.00,909,0,1,"['Management Consulting Functions', 'Finance & Accounting', 'Business Development', 'HR & Business Services', 'Sales & Marketing', 'Mergers & Acquisitions', 'Business Operations', 'IT Consultation', 'Management Consulting Capabilities', 'Strategy', 'Project Management', 'Organizational Design & Effectiveness', 'Business Change', 'Management Consulting Deliverables', 'Business Plan', 'Organizational Plan', 'Report', 'Management Consulting Skills', 'Financial Analysis', 'Team Building', 'Strategic Plan', 'Interpersonal Skills', 'Communications', 'Business Analysis', 'Other', 'Cryptocurrency', 'Initial Coin Offering', 'Blockchain', 'Smart Contract', 'Blockchain Development', 'Ethereum', 'Bitcoin', 'Rust', 'Life Science', 'Scientific & Technical Services']",400.0,5.0,North America
735,,1808,2,0,"['General Translation Deliverables', 'Content Localization', 'Caption', 'Subtitles', 'Other', 'Translation', 'Proofreading', 'French', 'German', 'Portuguese']",5464.0,5.0,Europe
737,,906,2,0,['Photo Color Correction'],55.0,5.0,North America
739,,1127,0,1,"['Web Design', 'Shopify', 'Graphic Design', 'Web Development']",812.51,4.85,Asia
740,,1219,2,0,"['Neural Network', 'Machine Learning']",50.0,5.0,Europe
741,$56.00,1358,2,0,"['LAMP Administration', 'Information Security Audit', 'Information Security', 'MySQL', 'ISO 27001']",252.0,3.0,Europe
743,$90.00,617,2,0,"['General Research Skills', 'Topic Research', 'General Research Deliverables', 'Report', 'Company Research', 'Other', 'Researcher', 'Scientific Literature Review', 'Writing', 'English', 'Market Research']",3825.0,5.0,North America
744,,1473,0,1,"['Legal', 'Legal Writing', 'Contract Law', 'Probate', 'last will']",812.51,3.0,Oceania
